row_id,Best,Recommended,Not Recommended
226518,2,1,4+
330038,2,4,4+
27364,3,2,1
159473,6,5,1
393307,4,2,1
171879,4,3,1
288169,2,1,1
94246,5,4,1
67492,2,1,1
121410,4,2,1
253608,4,3,1
251412,4,2,1
527,2,2,1
126100,3,1,9
299252,4,2,1
41916,4,2,1
165986,4,3,1
174660,4,3,1
35815,4,2,8+
165872,4,2,4+
291962,3,1,7
151007,3,2,4+
173101,4,2,1
91873,5,4,1
102548,3,2,1
63975,4,2,1
25821,12,9,1
25643,3,2,1
10,4,6,1
68264,2,1,2+
312267,2,1,5
255674,2,1,1
287938,4,2,4+
269595,4,2,1
42452,4,3,1
331224,3,2,6+
152470,6,4,2
191597,3,4,4+
299121,2,3,4+
249746,4,3,1
9220,7,5,2
131014,2,4,1
183006,3,2,1
322656,2,3,4+
16986,4,2,1
347767,3,2,4+
182694,4,3,1
85256,4,2,1
2842,5,3,1
383010,4,2,1
315695,6,4,1
147303,2,4,1
264982,4,3,6+
229491,3,2,4+
154386,4,3,1
366310,2,3,1
223855,3,4,4+
238638,3,2,1
121297,4,3,1
332944,2,1,1
187377,3,2,4+
225244,4,2,1
30381,4,3,1
38713,6,5,1
227456,4,2,4+
8045,5,4,2
339906,3,2,1
104347,2,3,1
230085,4,3,1
254226,2,1,6+
12995,2,2+,1
1261,4,3,1
358981,2,2,1
61692,4,3,6+
449185,3,2,4+
447174,2,1,2+
17396,2,1,1
316858,3,1,4+
306882,2,3,4+
159504,4,2,5+
283294,3,1,4+
375852,3,1,4+
390340,6,5,3
826,3,2,1
19100,4,5,1
302524,1,2,4+
300442,4,2,1
315727,4,3,1
224821,1,2,2+
42910,4,2,5+
402111,3,4,4+
134253,1,1+,1+
39953,4,3,1
371947,3,2,4+
363369,3,2,4+
364655,2,3,4+
157526,3,2,4+
253759,4,2,1
7805,5,3,1
18258,4,3,2
159503,4,3,2
404538,2,1,2+
123955,1,1+,1+
335609,4,3,1
151771,4,3,1
855,3,2,1
205716,6,5,2
247236,2,1,2+
392449,2,1,6+
164338,4,3,1
360153,2,4,1
160610,3,1,4+
243759,4,3,4+
137649,5,3,1
257527,6,5,1
361241,4,3,1
191876,3,2,1
300001,3,2,1
215471,3,2,1
116,4,2,1
15818,4,2,1
323156,3,2,4+
119591,4,3,1
328326,2,4,4+
50768,4,3,1
415945,2,3,1
405537,4,2,1
394,2,2,1
356754,1,3,4
202077,3,2,6+
343844,1,4,4+
232361,1,2,3+
204836,3,1,5+
381247,1,1,2+
202583,4,2,1
219100,4,3,4+
380135,3,2,4+
113873,1,2,2+
1403,4,3,1
268012,3,1,5+
272533,2,3,4+
132372,2,3,1
143405,1,2,2+
210232,2,1,4+
3228,3,2,1
38863,4,3,1
223931,2,3,7
248125,2,1,4
199,4,3,1
2397,2,2+,1
1159,4,3,1
448271,4,3,4+
232988,2,3,5+
230,4,2,6+
429405,3,2,4
257769,3,2,4+
288513,2,1,5+
167270,4,2,1
204505,4,2,1
177802,2+,2,1
157001,4,2,1
352179,2,1,4+
4099,4,3,1
150312,3,2,1
352695,1,2,2+
406174,2,1,2+
9203,4,3,1
111124,5,4,1
2507,4,5,2
163474,1,2,4+
174837,4,3,5+
381819,3,2,4+
1897,4,3,1
23094,4,3,1
205418,3,2,4+
285533,2,3,4+
370164,7,4,1
217085,3,2,1
281946,2,3,4+
355326,2,1,3+
63268,4,3,1
42487,3,2,1
2338,2,1,2+
402663,2,1,4
624,2,4,1
244918,2,1,4+
254713,3,1,2
206803,4,2,1
200511,3,1,4+
244191,2,2,1
304285,4,3,1
380165,2,1,4+
306709,4,2,5+
426513,3,2,5+
350458,3,2,4+
134453,4,3,1
312318,3,2,1
429863,3,2,4
127024,5,2,1
297978,3,2,1
117985,4,3,1
103,2,3,1
167513,4,3,1
330950,3,4,4+
304668,4,2,1
12495,4,3,1
98527,1,2,4+
310192,3,2,5+
347013,3,2,1
113401,4,3,1
360366,2,1,4+
266966,2,2+,1
165950,4,3,1
106,2,3,1
215841,2,1,4+
146910,4,3,2
246663,4,1,5+
72991,4,3,1
33604,6,4,2
10640,4,3,1
348096,4,3,1
438,2,3,1
395623,3,2,4+
175549,8,9,1
21441,4,3,1
60435,3,1,4+
15,4,6,1
5716,2,2,1
19237,6,5,2
172385,3,2,1
254591,4,2,4+
244995,4,2,1
166226,4,2,1
220133,3,1,5+
204,4,3,1
271088,3,2,1
57390,5,4,1
216201,4,3,1
180040,3,2,5+
300010,3,2,1
233020,4,3,1
264647,3,2,4+
336929,2,3,1
212516,3,4,1
422042,3,2,1
878,3,4,1
163413,4,3,1
371972,4,3,2
29223,4,3,1
105037,2,3,1
328124,3,1,2
454672,3,2,1
271321,4,2,1
389820,2,3,1
272453,2,2+,1
200057,2,4,1
282853,3,3,1
53093,2,2+,1
66,4,3,1
338460,2,1,6+
363183,2,1,2+
811,4,2,1
272682,3,1,4+
159109,2,1,4+
166857,5,4,1
283317,1,2,4+
63170,4,3,2
215842,2,1,4+
351476,2,6,6+
409693,2,1,2+
179572,2,1,4+
2122,5,4,1
22038,4,3,1
325698,3,1,4+
330608,3,2,1
364186,3,2,1
139030,7,5,2
363625,1,3,4+
339214,4,3,1
39684,2,3,4+
184424,9,5,1
15126,2,1,2+
258444,3,2,1
342032,3,2,5+
216091,2,1,6
9446,2,2,1
175324,2,2,1
194626,6,4,1
119,2,4,1
191894,4,3,1
3284,2,6,1
254192,2,2,1
194690,4,3,2
19999,2,2,1
283619,3,2,1
3955,7,5,2
55829,2,2,1
201,2,2,1
349463,2,3,4+
255675,2,1,4+
318546,4,3,4+
94362,4,1,4+
254018,3,2,4+
356414,3,2,1
1568,4,3,1
71836,1,2,2+
116954,4,3,1
217398,3,2,1
38823,2,1,4+
253214,2,3,4+
408636,1,2,4+
142992,4,2,1
8190,4,3,1
218530,7,6,1
1231,4,5,1
176229,2,2,1
331401,4,2,2
386366,1,4,5+
2065,2,1,2+
481,3,2,1
131366,4,2,1
282414,3,2,5+
176083,4,2,1
285265,3,2,4+
332321,3,2,5+
142852,3,3,5+
286537,3,2,4+
347805,7,5,1
362020,2,3,4+
427388,1,2,6+
214396,4,3,1
337787,3,2,4+
179460,2,1,1
196202,2,4,1
267127,1,2,2+
358816,3,2,1
415147,4,2,6+
929,6,5,1
73664,4,3,1
16496,2,2,1
3097,3,4,1
269603,3,2,1
309105,2,3,4+
385680,3,2,5+
131325,4,5,1
297486,4,3,1
342894,2,1,4+
29934,3,2,1
181810,3,2,1
251551,3,4,1
266967,2,2+,1
129051,2,2,2+
275044,3,2,4+
260300,4,3,1
301716,2,1,1
22,3,2,14
143175,2,4,1
294702,3,2,4+
402024,1,1+,1+
6411,4,3,1
284584,1,3,10+
401216,3,2,1
383469,2,1,1
223740,4,2,1
350185,3,2,6+
67877,5,4,1
232595,2,1,1
430533,4,2,4+
180020,4,3,1
428440,2,1,4
289081,2,1,4+
196,6,4,1
1198,4,2,9
21550,3,2,1
324711,4,3,1
381308,6,3,1
242,7,6,2
205317,5,3,1
410991,3,2,1
148943,5,3,1
148203,4,3,1
316786,3,2,4+
175223,2,3,1
362976,2,1,4+
314582,3,2,4+
340364,4,2,1
902,4,3,3
371688,4,2,1
319807,3,2,4+
619,3,4,2
280453,2,1,4+
17223,4,2,5
357028,3,2,1
252929,4,2,1
138431,3,1,5+
329226,4,3,1
359394,2,3,1
1915,2,3,5+
423401,2,3,4
235555,4,3,4+
492,5,4,2
270109,3,2,1
323255,1,1+,1+
594,4,5,1
244916,4,3,1
422484,2,1,1
228372,5,4,1
312251,2,1,2+
169794,3,4,1
314745,2,1,4+
240567,3,2,4+
24827,2,3,1
361788,3,2,4+
101785,1,2,4+
233678,3,2,1
431038,2,2,1
355888,3,2,4+
115,6,4,2
424573,2,3,4+
84732,2,3,1
412911,2,4,1
204135,4,2,1
436821,3,1,4+
246200,3,2,1
295577,4,3,1
180901,4,3,1
360206,2,4,4+
98,2,4,1
172381,2,3,1
18745,2,1,2+
40209,1,2,2+
383206,4,3,1
233261,3,1,4+
424975,4,2,1
406854,4,3,1
915,5,3,1
1829,4,3,1
75165,4,2,1
383467,2,3,1
24417,4,2,1
264198,4,2,5
181524,3,2,5+
120523,5,3,1
343526,2,3,4+
494,6,4,2
420077,2,1,4+
295905,4,3,1
57925,3,2,1
2987,5,3,1
152,5,4,1
276830,2,3,4+
370581,4,3,1
195856,4,3,1
260789,2,1,4+
336131,1,1+,1+
266083,4,3,1
424152,2,3,1
38718,2,1,3+
351594,3,2,4+
166571,3,2,5+
244513,4,3,1
195043,4,2,1
214484,4,2,6+
94104,2,2,1
423517,4,3,1
20542,2,1,2+
275913,3,2,1
397897,1,3,5+
109125,5,3,1
183231,3,2,1
439305,2,1,2+
168,3,2,6+
187700,4,2,4+
215840,2,1,4+
22877,1,1+,1+
195544,2,1,1
251433,4,2,1
143986,2,3,1
370789,3,2,4+
172220,3,1,5+
37919,4,2,1
3072,2,3,1
280136,4,3,1
403116,2,3,4+
302260,4,2,1
148951,4,3,1
146816,2,3,1
183284,4,2,6
34887,4,3,1
248861,1,3,6+
252399,4,3,5+
230889,2,2+,1
38545,2,2,2+
14254,6,2,1
230267,3,2,4+
366495,2,1,2+
192860,4,3,1
277927,3,4,1
320390,2,3,1
149776,3,1,4+
106662,4,3,2
31497,3,4,1
359029,2,5,5+
13780,4,3,2
216497,2,2,1
39339,3,4,1
125548,2,1,1
446493,3,2,4+
196496,1,2,6+
251747,2,1,2+
335275,3,2,1
33451,4,3,1
90040,3,2,1
7480,4,3,1
193308,6,5,1
269752,2,3,4+
236217,6,5,3
366752,5,7,1
218804,3,2,1
183685,1,1+,1+
300683,3,2,1
303551,2,1,1
8129,4,3,1
193728,4,3,4+
302312,2,1,4
1544,6,5,2
267813,2,3,4+
38862,4,3,1
235014,3,2,6
13884,4,5,1
226605,4,2,1
54137,4,3,1
10093,5,4,1
285905,2,2+,1
222542,3,2,4+
92319,4,3,1
454909,4,1,5+
402677,3,2,4+
207572,2,1,2+
171662,3,2,3+
277597,4,3,1
43022,2,2,1
420914,2,2,1
293678,2,2,1
102435,1,2,2+
99975,4,3,1
4636,2,3,1
144041,4,3,1
355200,4,6,6+
352454,1,2,8+
170604,1,2,5
284217,3,2,4+
268504,3,2,5+
269968,2,3,4+
22484,2,1,2+
345155,4,2,1
206940,4,2,1
327056,2,1,4+
5206,2,1,3+
294514,3,2,5
418062,3,2,4+
259298,3,2,1
322561,2,1,1
8098,5,8,1
156714,2,3,1
361,4,3,1
413260,3,4,1
221769,3,1,4+
325555,1,2,2+
38343,4,3,1
178054,5,3,1
259374,5,3,1
274841,3,2,4+
419704,3,3,4+
175307,4,3,1
26,5,4,2
267271,3,2,1
339484,3,4,4+
34194,4,3,1
46396,4,2,4+
103185,4,1,4+
15511,2,1,2+
298229,4,2,8+
245354,2,1,6
309430,3,2,4+
122294,2,1,1
248158,4,3,4+
12761,4,3,1
304531,2,1,4+
206084,1,2,2+
321277,3,2,5+
40270,2,2+,1
265256,4,3,1
403265,2,1,1
295488,4,2,1
149951,1,2,6+
131111,2,4,1
1219,4,2,1
252446,3,2,1
317311,2,3,4+
22348,6,8,1
123239,6,4,1
57660,6,4,3
256852,3,2,6+
301919,2,3,4+
381246,2,3,4+
358085,3,2,4+
337,4,3,1
208895,4,3,1
223215,4,2,4+
6901,4,3,1
217083,2,1,2+
330084,2,1,5
165948,4,2,1
55697,5,3,2
397736,4,2,1
43868,4,3,1
24310,4,3,1
5072,2,4,4+
27627,4,3,1
400995,4,2,1
41933,4,3,1
41010,4,2,1
267378,2,3,4+
157917,4,3,1
248005,3,4,1
351538,3,2,1
13308,4,3,1
423,4,3,2
315881,2,2,4+
3800,4,3,1
903,4,3,1
12750,3,2,1
2081,2,1,2+
34297,4,3,1
168609,2,2,1
47055,3,2,5+
345266,2,3,4+
324914,5,3,1
27225,4,2,1
274450,4,3,4+
237,2,2+,1
172996,3,2,1
329716,1,2,4+
271519,4,3,6+
3565,2,3,1
220792,4,3,1
349750,4,3,5+
390173,2,1,1
317582,2,3,4+
263895,1,3,4+
159581,4,3,1
1107,4,3,1
269725,3,4,1
24773,3,2,5
58936,4,3,1
6351,4,6,1
2251,2,1,2+
205046,3,2,1
330174,2,1,4+
526,2,2,2+
182189,4,3,1
266964,2,1,2+
241831,3,2,4+
32125,5,4,2
396895,1,3,4+
986,2,2,1
392492,2,4,4+
273910,2,4,4+
171011,2,4,1
158900,1,1,7+
325810,2,4,4+
256804,5,3,1
266965,2,2+,1
425276,2,3,4
210274,3,2,4+
230303,2,1,6
431481,3,1,4+
314580,3,2,5+
49,4,2,1
73369,2,4,4+
203430,6,5,3
180199,2,1,2+
299963,4,3,1
88827,2,1,2+
227466,2,3,1
124172,4,3,1
424280,4,3,1
145189,4,2,1
21920,4,3,1
234260,5,3,1
256320,3,4,1
123607,2,3,1
30658,4,3,2
356952,3,2,1
400498,4,2,1
369548,3,2,6+
195571,3,2,5+
216632,4,5,1
28086,3,2,1
173761,8,4,3
285894,2,3,6+
143185,2+,2,1
278553,4,2,1
383109,3,4,1
230383,4,2,1
262114,5,3,1
259081,4,2,1
265537,4,1,4+
250881,2,2,4+
147253,4,2,1
701,2,1,2+
274428,2,4,8+
169611,4,3,1
111417,3,4,1
103092,4,3,1
229713,5,3,1
26457,4,3,1
162009,2,1,2+
2808,2,1,2+
175293,2,2+,1
107255,4,3,2
24742,2,2,1
6887,4,3,1
218208,4,2,1
361850,3,2,4+
240271,2,1,6+
377969,3,1,5+
220367,3,2,1
157413,4,2,4+
142079,8,6,3
243430,4,3,1
270847,2,4,1
138233,2,3,4+
180852,4,3,4+
323613,2,2,4+
257732,3,2,4+
198487,2+,2,1
320718,4,3,1
2393,2,1,2+
272427,4,3,1
4396,2,2,1
163805,3,2,1
140,8,5,2
28089,4,2,1
120,5,4,2
387515,4,2,5+
413469,3,2,4
204184,4,3,1
127997,3,2,1
322588,3,4,4+
412086,2,4,1
226501,4,3,6+
41863,5,4,1
364641,2,1,5+
306321,7,5,1
71074,4,2,4+
399822,2,1,4+
249590,2,1,2+
70,3,4,5
29937,3,2,1
348554,3,2,4+
205610,2,4,1
205125,3,2,1
104955,2,1,2+
35435,4,3,2
238546,4,3,1
91984,4,3,1
35503,4,2,1
202977,4,2,1
174078,2,1,2+
38386,4,3,1
341496,4,2,1
253618,3,5,1
223376,2,2+,1
326937,2,3,1
15600,4,3,1
96007,3,4,5
300583,2,1,5+
208773,5,4,1
304510,3,2,4+
157096,4,3,6+
341519,2,1,4+
216428,3,2,4
128667,7,5,3
340,4,6,1
136280,4,3,1
235375,2,3,4+
1662,2,2,3+
226634,8,6,1
1117,5,4,1
123499,4,3,1
233208,1,2,4+
308989,7,5,1
322563,2,2+,1
293348,2,2+,1
230305,2,1,6
16267,5,3,1
21551,2,1,3
145588,2,2,1
592,4,4+,1
85005,4,3,1
197097,1,1+,1+
63759,2,3,1
1032,1,2,2+
342372,2,2,4+
75358,4,6,1
163370,3,2,1
330036,2,1,1
66588,5,3,2
122842,6,3,1
37907,4,2,1
113289,5,4,1
3931,5,4,2
180592,4,2,1
34585,3,2,1
322562,2,2+,1
112138,2,4,1
249763,2,2+,1
431305,3,2,4+
242529,4,3,8
66510,4,3,1
37387,4,5,2
9441,4,2,1
36648,5,4,1
320527,2,2+,1
171726,4,2,4+
146418,2,4,1
227072,6,4,1
423648,2,1,1
174973,2,2,1
22245,2,1,1
242653,3,4,5
155969,2,3,4+
267979,1,2,4+
37358,4,3,1
439742,3,2,1
85325,5,3,2
163,6,4,2
280748,1,3,4+
198287,4,3,4+
38992,3,2,1
273703,1,3,4+
253664,4,3,1
376893,1,2,2+
292974,4,3,2
142271,5,4,2
315060,2,3,1
393973,2,1,1
1887,2,4,1
275215,4,3,1
253684,2,3,4+
33154,3,2,1
192945,2,2,1
361958,2,3,5+
125,4,3,1
19622,2,1,2+
366023,2,1,4+
295192,3,2,6+
181345,4,2,4+
432527,4,3,1
276086,3,2,4+
128442,3,2,1
312786,8,5,1
378758,1,4,5+
172933,3,2,1
331212,2,3,4+
352764,2,3,1
12477,6,4,1
195528,2,1,4+
291847,2,3,1
400205,4,2,1
369751,2,3,1
157,3,2,6
417323,4,3,1
146221,3,2,4+
283934,2,1,4+
113636,4,3,1
730,2,1,2+
287589,3,2,4+
42673,1,1+,1+
271060,1,2,4+
310789,2,2+,1
222407,4,3,1
277458,3,2,4+
281152,3,4,5
24703,2,2+,1
340897,3,4,4+
279869,4,3,1
84,2,1,2+
98918,3,1,4+
22192,5,3,1
302520,6,4,1
179303,2,3,1
198190,3,2,4+
299607,3,1,4+
472,4,2,4+
254683,4,5,1
118695,3,2,1
295948,2,1,1
325348,4,3,1
249,6,5,3
229218,4,3,1
347112,6,4,1
218293,4,3,6
136955,2,1,2+
31105,3,2,1
322589,3,1,4+
424816,4,3,1
176558,8,7,1
313262,4,3,1
211716,4,5,2
358386,3,2,5+
56931,2,2,2+
320,2,3,1
373667,4,2,1
442,4,3,1
446699,3,2,1
324853,2,1,4+
38765,4,3,1
153507,4,2,1
206150,4,2,1
138649,2,2,1
414117,4,2,1
155255,4,3,2
381356,3,2,4+
313807,3,1,2
354886,3,2,1
285036,3,1,5+
160902,2,1,1
143401,4,3,2
67239,4,3,1
212346,3,1,4+
466,4,3,2
338434,2,1,3
120217,6,4,2
350948,4,3,4+
267058,2,1,2+
34707,2,3,1
157026,2,3,4+
231696,3,2,1
28259,5,4,1
300751,3,2,5+
232,4,3,1
143404,1,2,2+
168681,4,3,1
198525,3,2,1
32412,4,3,2
6819,3,3+,2
63543,2,2,2+
273264,1,1+,1+
249411,3,4,1
316287,6,5,1
181819,2,3,1
210290,2,1,5+
12589,4,2,1
275912,4,2,1
1111,6,4,1
311322,7,6,1
137330,2,3,1
6205,2,3,3+
73,6,3,1
12692,4,3,1
144239,3,2,5
392513,2,1,1
285775,2,1,1
311900,2,1,4+
187273,1,2,5+
193739,4,3,1
223049,4,3,1
17710,6,5,1
144529,2,3,4
156496,4,2,5+
335427,2,3,4
715,4,3,1
205158,6,4,1
292126,3,2,4+
304847,3,1,6+
358800,2,3,1
270143,2,1,1
303051,4,3,1
153318,4,2,4+
169318,3,2,1
215312,3,2,5
253635,4,3,5
142961,2,4,5+
128,4,1,8+
7858,2,1,2+
300192,2,1,2+
40393,4,2,4+
108018,4,3,1
317504,2,3,1
300930,2,1,1
71061,4,2,4+
216070,2,3,1
19526,4,3,1
118174,4,3,1
285253,7,4,1
193737,4,2,6+
144553,2,3,1
378476,3,2,4+
302336,3,2,1
65564,1,1+,1+
255615,7,5,1
397393,2,4,1
252877,4,1,5+
261594,2,2+,1
252556,3,2,1
191925,2,2,4+
353942,3,5,1
247585,2,1,4+
130060,4,4,1
180564,3,2,1
282435,4,3,2
312959,3,4,6+
225167,6,4,1
1234,5,3,1
222219,2,2,1
424784,4,3,2
184824,3,2,1
36522,2,2,1
109291,4,3,1
189660,2,1,4
131904,3,2,1
169416,3,2,4+
238656,1,2,4+
281619,4,3,2
65515,5,4,2
125752,4,2,6+
238393,2,4,3
157958,4,2,4+
68820,1,2,2+
261393,4,2,6+
141736,4,3,1
245658,4,5,1
353152,2,3,4+
187680,2,1,5
317231,3,2,4
224272,8,5,3
220775,6,5,1
9910,4,4+,1
228959,4,2,1
207207,4,2,1
281258,4,1,6+
298635,3,1,4+
231327,4,3,4+
3720,2,2+,1
368676,3,2,4+
559,2,3,1
380938,4,2,1
224904,4,1,4+
438936,2,1,1
187653,2,4,1
65282,4,2,1
407318,1,3,4+
220632,4,3,1
427345,2,1,1
235922,4,3,1
155463,3,4,5+
40760,4,3,1
166317,3,1,4+
134157,4,3,1
168998,2,1,1
379908,3,5,5+
415780,4,2,1
286158,4,2,1
406660,2,3,1
431493,2,3,4
180771,5,2,1
204574,4,3,1
362541,3,2,1
218920,3,2,1
39217,2,1,2+
253506,4,3,4+
207729,2,1,4+
123096,5,4,1
125921,4,2,1
307386,1,2,4+
321108,2,1,6+
191972,4,3,1
204801,4,3,1
344277,2,1,4
7,2,2,1
428635,4,3,1
21133,2,2+,1
195503,3,2,1
21954,5,4,1
173156,4,3,1
1295,2,3,1
193322,3,2,1
23679,2,1,2+
41749,4,3,1
216597,4,2,1
248918,4,3,1
307044,3,2,4
1563,2,3,6+
68182,4,3,1
159692,1,1+,1+
32666,4,3,6
36811,4,2,1
124052,2,3,1
13551,5,3,1
62220,3,2,1
16772,6,4,2
382,5,4,1
231567,5,2,1
230791,2,4,4+
17053,4,2,1
166286,2,1,2+
185538,4,3,1
91620,2,4,1
277699,3,4,1
3353,2,1,2+
196354,4,3,1
307963,5,4,2
209660,1,2,4+
211364,3,2,4+
209001,3,2,4+
316622,2,4,1
401978,2,1,3
394889,5,4,2
415845,2,1,4+
343362,3,2,4+
191004,3,2,1
66171,2,1,1
46255,2,1,2+
411860,2,3,1
37141,6,10,1
1442,2,1,2+
448159,4,2,1
322421,4,3,4+
309113,4,2,1
112686,4,5,1
193867,4,3,7+
12005,5,4,2
199904,4,2,4+
17025,5,3,2
264164,3,1,6+
105593,5,3,1
366251,3,2,5
42124,2,1,2+
209671,3,1,4+
374895,4,3,1
25224,5,3,1
102237,2,2,1
119391,3,2,4+
322785,2,3,6
86246,4,2,1
225818,4,5,2
3570,4,3,1
71906,4,2,4+
295944,2,1,4+
99,4,3,4+
111105,3,4,4+
380226,3,2,5+
40398,4,2,1
129459,2,3,8+
104581,8,5,3
386502,3,2,4+
15954,4,2,4+
98315,4,3,1
351810,2,3,1
31624,5,4,3
177354,2,3,8+
118063,4,3,1
54307,4,5,1
31790,2,1,2+
424,4,3,1
281960,2,1,1
4209,4,2,1
28,4,3,2
153064,8,5,1
372631,2,2,4
399987,2,3,1
114031,4,2,1
192802,2,1,4+
15510,3,4,1
54361,2,2,1
305761,4,2,1
403468,2,3,4+
144826,4,3,4+
634,4,5,2
241987,2,1,2+
40237,5,4,1
235817,3,2,4+
360896,3,2,1
21632,3,2,1
88408,3,4,1
331571,5,3,1
9364,4,5,1
420931,4,2,5+
354132,4,3,1
2569,6,4,2
355224,3,2,4+
2596,4,3,1
214032,4,2,4+
350755,3,1,5+
191963,2,2,1
206327,4,2,6+
6779,3,5,1
294230,3,2,1
132,2,2,1
317372,2,1,4+
367385,2,3,4+
85036,5,4,1
362205,2,1,2+
406498,3,2,4+
356314,2,1,4+
231038,2,3,4+
256874,3,1,5
205867,2,2+,1
37371,5,3,1
35488,4,3,1
168788,2,4,1
40990,4,5,1
36946,4,3,8
2961,2,1,1
66214,4,2,1
81640,3,4,5
344789,1,2,3+
620,2,1,2+
389102,3,2,1
31552,4,4+,1
236461,2,1,1
130,3,2,6
88126,6,4,1
2381,4,3,1
75476,4,3,1
205494,4,2,1
35761,4,3,1
333539,3,1,4+
369142,4,2,4+
262540,1,4,4+
226519,2,1,4+
112092,4,2,6+
119637,4,3,1
172737,3,1,5+
377793,2,2+,1
89910,3,2,4+
443306,1,2,4+
9027,5,4,3
367086,1,1,1+
770,4,3,1
274093,3,2,1
131835,4,2,1
419074,3,2,1
1270,2,2,1
228411,2,1,1
349948,3,2,4+
2570,3,6,1
218311,2,1,6+
67888,3,4,1
452817,4,3,1
150293,2,1,1
366456,2,4,1
122240,5,2,1
8107,4,3,1
340237,4,2,4+
137155,4,3,1
278751,4,3,1
925,13,16,1
398996,5,4,1
162823,4,2,1
117,2,4,1
299452,2,4,1
288080,2,3,1
133632,4,2,1
255664,3,2,1
197572,4,1,4+
257283,4,1,4+
296043,2,3,1
1116,5,4,1
383579,2,2,1
258309,6,4,1
327831,3,4,1
17240,4,3,1
8481,2,2,1
215463,2,2+,1
162388,2,2,1
92190,4,3,1
212281,3,2,5+
266504,4,3,1
398162,2,1,4+
443,4,3,1
158339,4,3,1
214293,5,3,1
429438,3,2,4+
280789,2,2,1
437245,3,2,4+
273814,2,4,4+
220588,4,1,4+
219217,2,8,8+
349963,3,2,4+
378200,4,2,1
189453,4,3,1
284616,3,2,1
229414,5,3,1
154509,4,3,1
118536,4,2,6+
2165,2,2+,1
151247,4,3,1
299027,5,7,1
40769,4,3,1
374866,3,1,1
126996,3,2,1
19764,2,1,1
377420,2,3,5+
181960,3,2,1
243358,3,2,4+
248900,4,3,1
638,2,1,1
189052,4,2,1
255507,3,2,1
209324,5,3,1
123219,2,4,1
25277,2,1,2+
40381,4,2,1
143157,1,2,5+
148601,3,2,3+
153,5,6,1
353815,3,2,1
421310,3,2,1
313065,3,2,4+
255570,3,2,3+
354568,5,3,1
239840,4,2,1
300936,3,2,1
118247,3,2,4+
31759,2,2,1
311731,2,3,5
43152,4,3,1
329450,3,4,1
27848,4,3,1
296626,2,3,1
15953,2,2+,1
2603,2,3,5
245352,2,1,6
218129,3,2,6
409496,2,1,1
271754,1,2,2+
328211,4,3,1
136056,2,1,2+
394127,2,4,1
154875,1,2,2+
281515,2,1,3
58110,4,3,1
419639,5,3,1
422126,2,3,1
209325,2,4,5+
267475,4,3,1
381435,2,2,1
396251,3,1,4+
227758,2,1,8+
8730,2,1,4+
319793,3,2,1
358690,4,3,1
394334,3,2,1
66849,4,3,1
220827,3,2,5+
71882,4,1,4+
262201,3,1,5+
164698,4,3,1
260757,3,4,1
195372,5,4,1
295945,2,1,4+
73316,3,2,1
173105,2,1,2+
128898,5,3,1
230200,3,4,4+
12166,4,3,2
15290,3,2,1
144864,2,1,1
181293,2,4,1
949,2,1,1
344768,2,3,4
172503,2,1,1
205507,3,4,1
137031,3,2,4+
422374,2,1,1
262477,3,2,4+
38531,5,3,1
410209,4,2,1
36399,5,2,1
374502,4,2,4+
383158,3,4,4+
257759,4,2,1
248949,4,1,5+
285157,1,3,5+
322195,3,2,1
154182,3,2,4+
267401,2,1,2+
5781,4,5,2
176530,2,4,4+
270636,2,2,1
463126,2,3,4+
29073,4,3,1
10550,4,2,8
331398,2,4,3
111148,3,4,1
217,4,3,1
67185,3,2,1
296694,2,1,1
303954,4,3,1
152765,2,1,5
376740,3,4,4+
250442,4,3,1
234621,4,2,1
129050,3,4,1
56933,4,6,1
283387,3,2,4+
156138,4,3,1
198138,2,4,1
3085,4,3,1
265683,2,6,6+
280032,3,2,5+
414685,4,3,1
4491,4,3,1
204286,4,3,4+
391752,4,2,5+
367379,4,1,1
92044,4,2,1
209003,2,1,2+
247104,2,2,1
343433,3,2,5+
29972,4,3,1
313531,2,1,6+
283152,8,12,1
216199,2+,2,1
251053,4,2,1
407233,3,4,5
118705,5,3,1
333055,3,2,1
72,4,3,1
341974,2,2,5
31483,4,2,1
198609,3,2,1
266529,1,4,4+
251890,4,3,1
284587,4,2,6+
1125,4,2,1
180956,6,4,3
445044,3,2,4+
10997,5,3,1
37120,6,3,1
234248,5,4,2
298060,2,2,1
205045,4,1,1
199793,4,3,1
421374,4,3,1
258074,2,1,1
170587,6,5,2
368609,2,3,4+
358669,3,2,1
313,4,3,1
231280,3,4,1
144270,3,2,1
302280,2,3,5
65907,5,3,1
138704,5,4,1
1293,4,6,1
245045,6,3,6+
175621,2,3,1
371183,4,2,1
169147,2,2,1
367047,2,3,4+
163841,4,2,1
367396,7,6,1
1042,6,4,2
411255,2,2,2+
216094,4,6,1
270293,3,2,4+
145203,3,2,1
16366,5,3,1
234396,6,5,1
14,4,3,1
233868,2,6,1
405923,3,2,5+
245659,4,4,1
232824,2,3,1
251293,3,2,1
303554,4,2,1
216439,3,2,1
283212,6,4,1
15318,4,3,1
352823,3,2,4+
367662,2,3,4+
37400,4,3,1
181495,2,3,1
29839,3,2,1
589,4,3,1
352606,1,2,4+
324413,4,3,1
298281,2,1,4+
340865,3,1,4+
338468,1,2,2+
384,8,5,1
16,4,3,2
191071,4,3,1
203780,4,3,1
247314,4,3,1
103649,3,2,1
